date,employee_id,name,role,shift_start,shift_end,hours,hourly_rate_sar
2026-03-21,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-21,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-22,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-03-22,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-03-22,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-22,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-22,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-23,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-03-23,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-03-23,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-03-23,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-23,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-24,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-24,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-03-24,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-03-24,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-25,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-03-25,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-25,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-25,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-25,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-26,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-26,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-26,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-26,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-26,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-03-26,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-27,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-03-27,EMP-03,Zahra Al-Hassan,barista,15:00,17:00,2,24
2026-03-27,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-27,EMP-05,Mohammed Al-Qadeeh,barista,15:00,17:00,2,24
2026-03-27,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-27,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-03-28,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-03-28,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-28,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-03-28,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-03-29,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-29,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-29,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-03-29,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-03-29,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-03-29,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-30,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-03-30,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-03-30,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-30,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-03-30,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-03-30,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-03-31,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-31,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-31,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-03-31,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-03-31,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-03-31,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-01,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-01,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-01,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-01,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-01,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-02,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-02,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-02,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-02,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-02,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-03,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-03,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-03,EMP-04,Fatimah Al-Awami,cashier,15:00,17:00,2,20
2026-04-03,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-03,EMP-06,Sara Al-Zahrani,cashier,15:00,17:00,2,20
2026-04-03,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-04,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-04,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-04,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-04,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-04,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-05,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-05,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-05,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-05,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-06,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-06,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-06,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-07,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-07,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-07,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-08,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-08,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-08,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-08,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-08,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-08,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-09,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-09,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-09,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-09,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-10,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-10,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-10,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-11,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-11,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-11,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-11,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-12,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-12,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-12,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-12,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-12,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-13,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-13,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-13,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-13,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-13,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-14,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-14,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-14,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-14,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-14,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-14,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-15,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-15,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-15,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-15,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-15,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-16,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-16,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-16,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-16,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-16,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-17,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-17,EMP-03,Zahra Al-Hassan,barista,15:00,17:00,2,24
2026-04-17,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-17,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-17,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-17,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-18,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-18,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-18,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-18,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-19,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-19,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-19,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-19,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-20,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-20,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-20,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-20,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-21,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-21,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-21,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-21,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-21,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-21,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-22,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-22,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-22,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-22,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-22,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-23,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-23,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-23,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-23,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-23,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-24,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-24,EMP-03,Zahra Al-Hassan,barista,15:00,17:00,2,24
2026-04-24,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-24,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-24,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-24,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-25,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-04-25,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-04-25,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-25,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-25,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-25,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-04-26,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-26,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-26,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-26,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-04-26,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-27,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-27,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-27,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-04-28,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-04-28,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-28,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-29,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-29,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-04-29,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-29,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-04-29,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-04-30,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-04-30,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-04-30,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-04-30,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-01,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-01,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-01,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-01,EMP-06,Sara Al-Zahrani,cashier,15:00,17:00,2,20
2026-05-01,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-02,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-02,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-02,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-02,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-02,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-02,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-03,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-03,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-03,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-03,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-03,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-05-03,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-04,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-04,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-04,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-04,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-04,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-04,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-05,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-05,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-05,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-05-05,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-06,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-06,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-06,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-06,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-06,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-07,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-07,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-07,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-07,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-07,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-08,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-08,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-08,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-08,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-09,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-09,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-09,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-09,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-09,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-10,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-10,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-10,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-10,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-10,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-11,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-11,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-11,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-11,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-11,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-05-11,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-11,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-12,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-12,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-12,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-12,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-12,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-12,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-13,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-13,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-13,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-13,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-05-13,EMP-08,Noor Al-Sadah,barista,15:00,23:00,8,24
2026-05-14,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-14,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-14,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-14,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-14,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-14,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-15,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-15,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-15,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-15,EMP-05,Mohammed Al-Qadeeh,barista,15:00,17:00,2,24
2026-05-15,EMP-06,Sara Al-Zahrani,cashier,15:00,17:00,2,20
2026-05-15,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-15,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-16,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-16,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-16,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-16,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-16,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-05-16,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-16,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-17,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-17,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-17,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-17,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-17,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-17,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-18,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-18,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-18,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-18,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-18,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-18,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-18,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-19,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-19,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-19,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-19,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-19,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-05-19,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-19,EMP-08,Noor Al-Sadah,barista,15:00,23:00,8,24
2026-05-20,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-20,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-20,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-20,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-20,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-20,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-20,EMP-08,Noor Al-Sadah,barista,15:00,23:00,8,24
2026-05-21,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-21,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-21,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-21,EMP-07,Yousef Al-Dossary,junior_barista,07:00,15:00,8,19
2026-05-21,EMP-08,Noor Al-Sadah,barista,15:00,23:00,8,24
2026-05-22,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-22,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-22,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-22,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-22,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-22,EMP-07,Yousef Al-Dossary,junior_barista,15:00,17:00,2,19
2026-05-22,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-23,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-23,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-05-23,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-05-23,EMP-07,Yousef Al-Dossary,junior_barista,15:00,23:00,8,19
2026-05-23,EMP-08,Noor Al-Sadah,barista,15:00,23:00,8,24
2026-05-24,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-05-24,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-24,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-05-24,EMP-08,Noor Al-Sadah,barista,07:00,15:00,8,24
2026-05-25,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
2026-05-25,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-05-25,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-05-25,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-05-25,EMP-06,Sara Al-Zahrani,cashier,07:00,15:00,8,20
2026-05-25,EMP-08,Noor Al-Sadah,barista,15:00,23:00,8,24
2026-05-26,EMP-02,Ali Al-Mutairi,barista,07:00,15:00,8,24
